contentid,overview,homepage,addr1,cat1,cat2,cat3,firstimage,mapx,mapy,title,sigungu
126397,"광한루원은 전라북도 남원시에 있는 조선 전기에 조성된 광한루의 정원이다. 남원역 근처의 시내에 춘향과 이도령이 만났다는 광한루가 있고, 그 광한루가 있는 정원을 통칭하여 광한루원이라고 한다. 
누원의 북쪽으로는 교룡산이 우뚝 서 있고, 남쪽에는 금괴같이 보배롭다는 금암봉이 있으며 멀리 지리산이 보인다. 광한루원은 은하수를 상징하는 연못가에 월궁을 상징하는 광한루와 지상의 낙원인 삼신산이 함께 어울려 있는 아득한 우주관을 표현한 한국 제일의 누원이며, 경회루, 촉석루, 부벽루와 함께 우리나라 4대 누각에 속한다.
광한루원 안에는 광한루, 오작교, 완월정, 영주각, 춘향관, 춘향사당, 월매집이 있고 이외에도 공예품점, 카페 등의 부속시설이 있다.
연지에는 지상의 낙원을 상징하는 연꽃을 심고, 견우와 직녀가 은하수에 가로막혀 만나지 못하다가 칠월칠석날 단 한번 만난다는 사랑의 다리 오작교를 연못 위에 설치하였다. 이 돌다리는 4개의 무지개 모양의 구멍이 있어 양쪽의 물이 통하게 되어 있으며, 한국 정원의 가장 대표적인 다리이다. 춘향사당에는 김은호 화백이 그린 춘향의 영정을 모셔 놓았다. 해마다 음력 5월 5일 단오절에는 춘향제가 열린다.

◎ 한류의 매력을 만나는 여행 정보
전설 속 하늘의 옥황상제가 사는 궁전을 지상에 재현해 본 곳으로, 한국의 대표적인 전통 누원이다. <청춘월담>부터 <슈룹>, <조선변호사> 등 다양한 드라마의 촬영지이며 한국인이라면 누구나 아는 고전소설 <춘향전>의 배경지이니 광한루원은 오래전부터 한 시대를 풍미하는 이야기의 배경이 된 셈이다. 한국 4대 누각의 하나인 광한루와 사랑의 다리 오작교는 꼭 거닐어 보길 추천한다.",http://www.gwanghallu.or.kr,전북특별자치도 남원시 요천로 1447,A02,A0201,A02010700,http://tong.visitkorea.or.kr/cms/resource/39/3096339_image2_1.jpg,127.3793853018,35.4029038525,광한루원, 남원시
126328,"지리산의 서북쪽 관문인 남원은 옛날부터 정치, 군사상 중요한 거점이었다. 남원은 우리 고전문학 작품에서 가장 널리 알려진 춘향전의 무대이기도 하다. 매월당 김시습의 한문 단편소설인 만복사저포기도 남원을 배경으로 삼고 있다. 남원 시내 서북쪽의 교룡산(520m) 아래에 자리한 교룡산 국민관광지(9,680평 규모)는 남원관광단지와 함께 남원관광의 중추적 역할을 맡고 있다.주변의 교룡산성과 선국사를 비롯한 자연경관을 바탕으로 한 국민 휴양지의 하나다. 이 곳에는 각종 체육시설과 야외 민속전시장을 마련하여 국민관광지로서의 면모를 갖추고 있으며, 남원이 낳은 조선시대 여류시인 김삼의당 시비가 1991년 남원 문화원에 의해 세워졌다. 또한 교룡산성은 남원 지역 20여개의 산성 중 그 형태를 가장 잘 보존하고 있는 성으로 백제 때 신라와 대적하여 처음 쌓았다고 전하며, 고려말에는 이성계 장군이 왜구를 맞아 싸웠고 임진왜란 당시 승병장 처영이 크게 수축하였다.
교룡산성은 518m의 교룡산 중턱을 둘러싼 약 3km의 규모로 높이 4.5m, 성안에 우물 99개, 치첩 1,016개, 그 밖에 군창과 무기고가 있었고, 동, 서, 남, 북 4대문이 있었으나 현재 동문(홍예문)과 동서간 남벽이 남아 있다.또 성 안에는 별장청, 장대, 곡성창, 구례창, 염고, 장고, 군기, 산창 등 군사시설과 전쟁에 대비한 각종 저장고 등이 있어 정유재란 시 남원도호부 관내 운봉, 장수, 임실, 구례, 곡성, 담양, 옥과 등의 양곡을 거두어 교룡산성에 보관하였는데 그 당시 교룡산성이 파괴돼 98년부터 연차적으로 복원사업을 추진하고 있다.",http://tour.jb.go.kr/travel/info/view.do?category,전북특별자치도 남원시 산성순환길 714,A02,A0202,A02020200,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.3643137624,35.4279729781,교룡산국민관광지, 남원시
2660392,"구 서도역은 1932년 조성된 우리나라에서 가장 오래된 목조건물 폐역으로, 전라선 기차역으로 산성역(하행)과 오수역(상행) 사이에 있다. 1934년 10월 1일 역무원 배치 간이역으로 영업을 시작하여 1937년 10월 1일 보통역으로 승격되었다. 2002년 10월 27일 전라선 개량공사를 하면서 현재의 위치를 신축하여 이전하였다. 2004년 7월 15일 여객 취급이 중지되었고, 2008년 7월 1일부터 역무원 무배치 간이역으로 격하되어 역무실이 폐쇄되었다. 최근 드라마 ‘미스터 선샤인’의 촬영지로 알려져 있으며, 최명희 작가 대하소설 「혼불」의 주 무대이기도 하다. 전라선 역사와 시설물로 옛 모습 그대로 보존 및 관리되고 있다. 보존된 시설물을 통해 그 시절의 역사를 느낄 수 있는 것과 동시에 자연과 기찻길이 어우러져 다양하고 감성적인 포토존을 즐길 수 있다.",https://www.namwon.go.kr/tour/board/view.do?boardId=BBS,전북특별자치도 남원시 사매면 서도길 32,A02,A0201,A02010700,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.3306262502,35.4898570568,구 서도역, 남원시
3025772,"구 조선식량영단 군산출장소는 중일전쟁 이후 국가가 식량 가격 및 유통량을 조절·관리하기 위해 설립한 조선식량영단의 군산출장소 건물로 일제에 의한 호남평야 지역 쌀 수탈의 역사를 간직한 증거물로 가치가 있다. 일제 말기 전시 체제 아래에서 국가에 의한 식량 관리 체계를 보여주는 건물로서 역사적 의의를 갖고 있다. 건축학적인 측면에서는 일제 강점기 초반에 나타나던 서양의 역사주의 건축을 모방한 권위적인 건축 양식에서 점차 현대적인 경향으로 변화하던 과도기적인 건축의 특성을 보여준다. 건물은 철근콘크리트 2층 건축물로서 지붕이 철근콘크리트 평슬래브로 되어 있으며, 평면은 전체적으로 L형으로서, 건물 모서리는 원형으로 처리하였고 그 상부에 상징적인 수직 조형물을 두어 중심성을 강조하였다.
건물 내부는 근대 시기 우리나라 역사를 주제로 한 전시관으로 운영된다. 1층은 아픔, 치유 그리고 성장, 2층은 대한이 살아있다 라는 주제로 전시되고 있으며 2층은 VR과 홀로그램을 이용한 전시장이다.
근처에는 군산역사박물관, 근산근대미술관, 옛군산세관 등 근대유적이 많이 남아있어 함께 둘러보는 것도 좋다.",,전북특별자치도 군산시 구영2길 43 (영화동),A02,A0201,A02010700,http://tong.visitkorea.or.kr/cms/resource/50/3025750_image2_1.JPG,126.7098796298,35.9902422487,구 조선식량영단 군산출장소, 군산시
129656,"섬진강 상류에 위치한 구담마을은 조선 숙종 때인 180년경 해주오씨가 정착해 형성한 마을이다. 구담마을의 원래 이름은 안담울이었는데, 마을 앞을 흐르는 섬진강에 자라가 많이 서식한다고 하여 구담[龜潭]이 됐다고도 하고 아홉 군데의 못이 있어 구담[九潭]이 됐다고도 한다.
마을 앞을 흐르는 강과 강을 따라 구릉과 비탈에 자연적으로 핀 매화꽃이 어우러져 경치가 아름답다. 정자나무 아래로 내려다보이는 산과 강이 한 폭의 수채화 같으며 매화가 절경을 이루는 시기가 되면 관광객과 화가, 전문 사진가들이 찾는 풍경 명소이다.",https://www.me.go.kr/smg/web/meecovil/meEcoVilUserView.do?menuId=875&vil,전북특별자치도 임실군 덕치면 천담1길 49,A02,A0203,A02030100,http://tong.visitkorea.or.kr/cms/resource/35/1678735_image2_1.jpg,127.1911829756,35.4924487956,구담마을, 임실군
126264,"남원시 주천면 호경마을과 고기마을에 있는 구룡계곡은 아홉 마리의 용이 노닐던 곳이라고 해서 구룡계곡이다. 음력 4월 초파일이면 하늘에서 아홉 용이 내려와 폭포를 하나씩 끼고 놀다 갔다는 전설이 내려온다. 구룡계곡은 실제 12곡이나 있는데 수를 나타내는 숫자 가운데 9가 제일 큰 수로 치기 때문에 9곡으로 사용되었다고 전해진다. 남원팔경 가운데 제1경으로 꼽힐 만큼 아름다우며, 계곡의 전체 길이가 약 4km로, 계곡을 따라 트레킹을 즐길 수 있는 산책로가 조성되어 있다.",https://www.namwon.go.kr/tour/index.do,전북특별자치도 남원시 주천면 구룡폭포길,A01,A0101,A01010900,http://tong.visitkorea.or.kr/cms/resource/06/3358406_image2_1.JPG,127.4810627064,35.3922568235,구룡계곡, 남원시
2755545,"익산 미륵산 자락에 있는 구룡마을 대나무 숲의 전체 면적 50,000㎡ 정도로 한강 이남의 최대 대나무 군락지이다. 분포하고 있는 주요 수종은 왕대이며, 일부 구간에 검은 대나무인 오죽 또는 분죽이라 부르는 솜대가 자라고 있다. 
구룡마을의 대나무숲은 우리나라에 분포하는 대나무의 주요 수종인 왕대의 북방한계선에 위치하여 생태적인 가치가 매우 높고, 다른 지역의 대나무 숲과 다르게 마을 한가운데에 크게 위치하고 있어 경관적으로도 매우 중요한 가치를 지니고 있다. 
구룡마을에서 재배되는 대나무로 만든 죽제품은 우리나라 3대 오일장의 하나였던 강경 오일장을 통해 인근 지방뿐만 아니라 충청도, 경기도 지방까지 팔려 나간 역사적 전통이 있다. 익산지역 경제의 중요한 소득 자원으로 ‘생금밭’이라 불리기도 했다. 구룡마을 대나무 숲의 또 다른 멋은 초 여름밤 반딧불이의 군무를 볼 수 있다는 것인데, 자연과 하나 되는 행복함을 만끽할 수 있다.",https://www.iksan.go.kr/tour/index.iksan,전북특별자치도 익산시 금마면 신용리 541-3,A01,A0101,A01010400,http://tong.visitkorea.or.kr/cms/resource/52/2755552_image2_1.jpg,127.0471294687,36.0124233055,구룡마을 대나무 숲, 익산시
127507,"구봉산은 기암괴석의 바위산으로 남쪽의 지리산, 천황사 쪽에서 바라보면 뾰족하게 솟아있는 아홉 개의 봉우리가 뚜렷하여 구봉산이라 부른다. 산세가 아름답고 주변 조망이 좋아 전국에서 많은 등산객이 찾는다. 주천면의 관문인 이산은 운장산의 동쪽으로 이어진 산인데, 정상까지 오르는 데 약 3시간 정도 걸린다. 봉우리들은 천왕봉을 주봉으로 산들이 깎아 세운 듯한 절벽으로 형성되어 올라가기가 어렵고 험준하다. 1봉이 656m인데 가파른 산길을 올라야 한다. 마지막 봉우리인 9봉이 1천2m이다. 단조롭지 않은 산길이라 지루하지 않으며 바위 봉우리를 오르내릴 때마다 변하는 주변의 풍경에 경이로움마저 갖게 한다. 정상에 오르면 서쪽으로 북두봉과 운장산이 들어오고, 남쪽으로 옥녀봉, 부귀산 북쪽으로 명덕봉, 명도봉 등이 보이고 맑은 날에는 멀리 덕유산과 지리산의 웅장한 모습이 시야에 들어온다.

상양명 마을의 대형 주차장에서 구봉산까지는 약 2.8㎞ 거리이다. 주차장에서 1.5㎞ 정도 올라가면 1봉과 2봉 갈림길이 나오며, 1봉은 가파른 바윗길로 80m 정도 우측에 있다. 이후에는 순서대로 오른다. 특히 7봉과 8봉은 험해서 산 정상으로 오르는 등산로가 없고, 우회해야 오를 수 있다. 조망이 좋으나 가파르고 위험하여 봉우리 능선 통과가 어려운 7~8봉 구간에는 연결 다리·목재 데크·전망대·파노라마 데크 시설이 있다. 그리고 4~5봉 사이에는 약 100m 정도의 구름다리가 있다.",https://www.jinan.go.kr/tour/sub,전북특별자치도 진안군 주천면 운봉리,A01,A0101,A01010400,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.4162238546,35.9264673272,구봉산(진안), 진안군
1956438,전라북도 진안군에 위치한 구산서원은 1828년(순조 28)에 송보산(宋寶山)을 배향하기 위해 창건되었다가 1668년(고종 5)에 훼철되었다. 1949년에 다시 설단(設壇)되어 봉사하다가 1967년에 이르러 중건되었고 1967년에 진안유림의 발의로 김문기(金文起)와 송림(宋琳)이 추향 되어 오늘에 이르고 있다. 구산서원은 진안 서남쪽 섬진강과 세동천이 만나 크게 만곡을 이루는 강변 옆에 자리하고 있다. 조선시대 후진양성을 담당하던 구산서원과 손현배향을 하던 구산사가 함께 자리하였다.,https://jinan.go.kr/tour/,전북특별자치도 진안군 마령면 임진로 2361-82,A02,A0201,A02010700,http://tong.visitkorea.or.kr/cms/resource/85/3365285_image2_1.JPG,127.3453849341,35.7455005474,구산서원, 진안군
2357444,"이곳은 면 소재지로부터 서쪽으로 1km 지점에 있는 곳으로 약 300년 전에 나라의 창고가 서쪽에 있다 하여 서창(西倉)이라고 불리다가 마을 앞에 조그마한 호수가 있어 이를 본떠 서호(西湖)라 부르게 되었다. 특히 마을 앞에 계수천이 양 갈래로 흐르고 그 중간에 약 6천 명 정도의 평지를 이룬 곳이 있어, 봄, 여름, 가을이면 행락객들이 붐비는데 이곳이 바로 구송정(九松亭)이다. 전설에 의하면 옛날 이곳 마을에 양 씨, 김 씨, 하 씨, 정 씨 등 70세 이상의 백발노인 아홉 명이 구노회(九老會)라는 계를 조직하여 풍류를 즐기며 기념으로 소나무 한 그루씩 심었는데 지금도 이 소나무들이 남아 있어 사철 푸른 기상을 더해주고 있다. 특히 1991년부터 군에서 체육시설과 각종 편의시설 설치하여 방문객들에게 편의를 제공하고 있다.",http://www.grandculture.net/sunchang/index/GC05900172?category=%EC%A7%80%EB%AA%85%2F%EA%B8%B0%EA%B4%80%EB%AA%85&depth=2&name=%EA%B0%80&page=33&search=%EA%B5%AC%EC%86%A1%EC%A0%95,전북특별자치도 순창군 동계면 서호길 48-12,A02,A0202,A02020700,http://tong.visitkorea.or.kr/cms/resource/19/2357319_image2_1.JPG,127.2377304453,35.4306954797,구송정 유원지, 순창군
129069,"구시포의 원래 이름은 새나리불영(새 바닷가의 불같이 일어날 마을)이었으나 일제강점기 시절 구시포로 바뀌었다. 아홉 개의 도시, 혹은 아홉 개의 저자를 먹여 살릴 마을이란 뜻이다. 이곳의 개펄은 서해안 개펄 중에서도 가장 광대한 규모를 자랑한다. 이웃한 동호해수욕장까지 치면 삼십 리의 바닷길이 폭 1km쯤의 개펄로 죽 이어졌으니 아홉 개의 저자가 충분히 들어설 만했다. 구시포는 길고 넓은 백사장과 울창한 송림을 끼고 있고 해변의 경사가 완만해서 가족 단위의 피서지로 제격이다.",,전북특별자치도 고창군 상하면 자룡리,A02,A0203,A02030100,http://tong.visitkorea.or.kr/cms/resource/87/2513787_image2_1.jpg,126.4433117019,35.4451414741,구시포마을, 고창군
2737299,"1800년 무렵부터 소금을 생산하던 포구로써 염전을 일구기 위하여 설치한 수문 모양이 소의 구시통(구유의 방언)처럼 생겼다고 하여 현재의 이름이 붙어졌다. 주변 경치가 아름다워 해양수산부에서 선정한 ‘아름다운 어촌 100선’에 뽑혔으며, 울창한 송림과 넓고 단단한 모래사장을 갖춘 구시포 해수욕장과 해수 찜이 잘 알려져 있다. 고창의 남쪽 끝에 위치한 구시포항은 여느 항구와 달리 육지에서 떨어져 있는 가막도라는 섬에 자리하고 있다. 다른 항구에 비해 조수간만의 영향을 받지 않고 어선이 입출항할 수 있는 조건을 갖추고 있으며, 항구를 와인잔 형태로 넓게 정비하면서 바다로 뻗은 800m의 긴 제방과 등대, 전망데크, 트릭아트, 공원 등의 시설을 갖춰 더욱 쾌적하고 즐겁게 항구를 즐길 수 있다.",https://tour.gochang.go.kr/index.9is?iConUid=4028a69088fb2760018900a4057b1bad&contentUid=4028a690893f64f4018ba33f9100764a,전북특별자치도 고창군 상하면 자룡리 984,A01,A0101,A01011400,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.4297461318,35.4496435148,구시포항, 고창군
126290,"고창군 최대의 해수욕장으로 길고 넓은 백사장과 울창한 송림을 끼고 있다. 또한, 해변의 경사가 완만해서 가족 단위의 피서지로 제격이다. 백사장 남쪽에는 정유재란 때에 주민 수십 명과 산비둘기 수백 마리가 반년 동안 단을 피했다는 천연동굴이 있고, 해안 일대에는 기암괴석이 널려 있다. 앞바다에는 가막 도를 비롯한 섬들이 아름답게 떠 있고 해 질 무렵 서해 칠산바다를 붉게 물들이는 낙조를 볼 수 있다. 오토캠핑을 즐기려는 사람들이 많이 찾는 해수욕장기도 하다. 주변에는 각종 편의시설이 잘 갖춰져 있다.",https://www.gochang.go.kr/tour/board/view.gochang?boardId=BBS,전북특별자치도 고창군 상하면 자룡리,A01,A0101,A01011200,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.4362984068,35.4463884377,구시포해수욕장, 고창군
298094,"구암사는 전라북도 순창군 복흥면 서북단 노령산맥에 있는 사찰이다. 백제 무왕 37년(서기 636년) 숭제선사에 의해 창건하였고 1392년(태조 원년) 각운선사가 중창하였다. 구암사라 함은 사찰 동편 지점에 숫거북 모양의 바위가 있고, 대웅전 밑에는 암거북 모양의 바위가 있어 구암사라 명명하였다고 전해진다. 중요 문화재로는 월인석보(보물 제745-10호 지정. 1459년 세조 5년. 초간본)를 소장하고 있다. 월인석보는 세종대왕의 월인천강지곡과 세조의 석보상절을 합편한 최초의 불경 언해서로서, 한글 변천 과정과 인쇄 연구 등에 귀중한 자료이기도 하다.",https://blog.naver.com/hp988vtr,전북특별자치도 순창군 복흥면 봉덕길 131-144,A02,A0201,A02010800,http://tong.visitkorea.or.kr/cms/resource/90/3055790_image2_1.jpg,126.8860720932,35.4553033345,구암사(순창), 순창군
1597980,"서원은 훌륭한 유학자의 제사를 지내고 지역민을 교육하기 위하여 설립한 조선시대 지방의 사립 교육기관이다. 김제 용지면 소재지에 위치한 구암서원은 1827년(순조 27) 후진을 양성하기 위해 건립되었다가 1868년(고종 5) 철폐된 후 1902년(고종 39) 지금의 자리에 단을 설치하여 중건하였고, 1967년 단이 있던 자리에 사당을 지어 오늘에 이르고 있다. 
사당은 정면 3칸, 측면 2칸 규모의 맞배지붕이고, 강당은 정면 4칸, 측면 3칸 규모의 팔작지붕으로 되어 있다. 이곳에는 조선의 개국공신 황거중 등이 배향되어 있다.
주변에는 만경강 등이 있어 연계하여 둘러볼 수 있다.",http://gimje.grandculture.net/gimje/toc/GC02601197,전북특별자치도 김제시 용지면 용지로 443-16,A02,A0201,A02010700,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.9541613753,35.8529565405,구암서원(김제), 김제시
1610651,"구암정은 순창 구미마을과 내월교 사이 섬진강 및 국도 21호선, 섬진강자전거길가에 세워진 정자이다.
이 정자는 돈암 혹은 배암이라 불리는 바위 위에 서 있다. 이 바위는 인근 남원 출신의 조선 전기 학자 구암 양배(?~1500)가 그의 동생 양돈과 함께 낚시를 하며 시간을 보내던 곳이다. 양배는 일찍부터 학문을 닦아 그 지식이 높았으나 무오사화와 갑자사화의 양대 사화로 어진 사람들이 억울하게 피해를 입는 것을 보고 조정을 등지고 동생과 함께 이곳으로 내려와 자연 속에 묻혀 세상을 잊고 살았다. 그 후 1901년에 양배의 뜻을 기리기 위해 이곳에 정면 3칸, 측면 2칸 규모의 팔작지붕 기와 정자를 세운 것이 바로 지금의 구암정이다. 1990년에는 가치를 인정받아 전라북도 문화재자료로 지정되었다.
인근에 위치한 구미마을은 남원 양씨의 집성촌으로 남원 양씨 종가 등이 있다. 그 외에는 주변에 용궐산자연휴양림 등이 있어 연계하여 관광할 수 있다.",https://www.sunchang.go.kr/tour/index.sunchang,전북특별자치도 순창군 동계면 구미리,A02,A0201,A02010100,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.2051359791,35.4357026839,구암정, 순창군
1977631,"구이 안덕 건강힐링체험마을은 완주의 모악산 자락의 계곡 주변에 자리한 체험마을이다. 대한민국 최초로 운영되는 건강힐링체험마을이라는 콘셉트로 체험과 건강힐링교실을 운영하고 있다. 인덕마을 한의원과 연계하여 전문적인 지식을 바탕으로 건강체험 프로그램과 건강힐링 교실을 운영하고 있어, 체험객과 방문객들에게 질 좋은 정보와 전문적인 체험 기회를 제공한다. 
안덕 건강힐링체험마을은 힐링체험장, 요초당, 음식체험관, 토속 한증막, 웰빙식당, 회의장 등으로 구성되어 있다. 숙박의 경우 총 7동이 준비되어 있는 황토방과 원룸 형태로 되어 있는 수펜션이 있다. 체험객은 물론 숙박만 원하는 경우에도 편하게 숙식을 할 수 있다. 
대표적인 체험 프로그램으로는 전통 구들 방식의 한증막으로 한약재를 우려낸 물로 노폐물을 배출할 수 있는 황토 한증막 체험과 전통방식으로 고두밥을 지어 떡판에서 떡메로 직접 찰떡을 만들어 볼 수 있는 인절미 만들기, 감자와 고구마, 옥수수 등 계절별 농작물을 수확할 수 있는 농작물 수확체험 등이 있다.",http://www.poweranduk.com,전북특별자치도 완주군 구이면 장파길 72,A02,A0203,A02030100,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.0998330498,35.695590841,구이 안덕 건강힐링체험마을, 완주군
1610474,"구장군 폭포는 강천산 군립 공원 내 강천사에서 서남쪽으로 약 1.2㎞, 강천산 현수교에서 약 800m 상류에 있는 높이 120m의 웅장한 인공 폭포이다. 바위 사이로 두 줄기의 폭포가 흘러내리는 3단 폭포이며, 아래에는 소가 형성되어 있다. 전해지는 전설에 의하면 마한시대 9명의 장수가 전투해 패하자 이곳에서 자결을 시도하다 다시 결의를 다지고 전장에 나가 대승을 거두었다는 설이 전해진다.",http://tour.sunchang.go.kr,전북특별자치도 순창군 팔덕면 청계리,A01,A0101,A01010800,http://tong.visitkorea.or.kr/cms/resource/93/1954193_image2_1.jpg,127.0668822579,35.4083228536,구장군폭포, 순창군
127742,"구천동계곡은 무주군 설천면 소천리에 있는 석굴문인 나제통문에서 덕유산 상봉에 이르는 25km의 계곡이다. 입구인 나제통문을 비롯하여 은구암, 와룡담, 학소대, 수심대, 구천폭포, 연화폭포 등 구천동 33경의 명소들이 계곡을 따라 자리잡고 있다. 구천동이라는 명칭은 예전 승려 9,000명이 계곡에서 수도를 하였다고 해서 전해지는 이름이다.  
구천동계곡은 물이 차갑기로 유명하며 덕유산국립공원의 중심부를 이룬다. 여름철의 무성한 수풀과 맑은 물은 삼복더위를 잊게 해주며, 온산을 붉게 물들이는 가을철의 단풍과 겨울철 설경 등 사시사철 아름다운 경치를 볼 수 있다.",https://tour.muju.go.kr/tour/selectTourCntntsDetail.do?key=468&ctgryNo=9&tourNo=1073&sortTy=&searchCnd=all&searchKrwd=&pageIndex=1,전북특별자치도 무주군 설천면 구천동1로 159,A01,A0101,A01010900,http://tong.visitkorea.or.kr/cms/resource/66/1246466_image2_1.jpg,127.7750676763,35.9007210587,구천동계곡, 무주군
125416,"덕유산 자연휴양림은 덕유산국립공원과 무주리조트 등 관광명소가 인접 지역에 있어 봄에는 철쭉군락, 여름이면 우리나라 계곡의 대명사인 구천동, 가을에는 적상산의 단풍, 겨울에는 덕유산 정상의 상고대와 무주리조트에서 레저 활동 등 사계절 휴양을 즐길 수 있다. 또한 휴양림 경내에 낙엽송 및 잣나무가 울창한 숲을 이루고 있으며 휴양림의 대표 명물인 아름드리 독일 가문비나무로 웅장한 자태를 뽐내고 있어 깊은 숲의 정취를 만끽할 수 있다. 
숙박 시설로는 100명 규모의 야영장 1개소와 166명을 수용할 수 있는 산림문화휴양관, 숲속의 집 등이 있으며, 산책로, 야생 화원, 삼림욕장, 잔디광장 등의 편익 시설도 갖추고 있다. 산책로가 넓고 완만하여 어린이 및 노약자를 동반한 가족 단위의 방문에도 좋다. 또한, 숲속 체험과 목재 문화 체험 등 다양한 체험프로그램도 있다.",https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0141,전북특별자치도 무주군 무풍면 구천동로 530-62,A01,A0101,A01010600,http://tong.visitkorea.or.kr/cms/resource/42/3064442_image2_1.JPG,127.8148028419,35.908143148,국립 덕유산자연휴양림, 무주군
127169,"진안군 정천면, 주천면, 부귀면과 완주군 동상면에 걸쳐 있는 해발 1,126m의 운장산은 호남 노령의 여러 봉우리와 연결된 제1봉이다. 특히 해발 1,002m에 자리하고 있는 구봉산은 9개의 기암 명봉으로 이루어져 있으며, 구름다리(길이 100m)가 생긴 이후로 1일 등산 코스로도 각광받고 있다.
휴양림 내에 있는 약 7km에 달하는 갈거 계곡에는 연중 맑은 물이 흐르고, 제방바위와 마당바위, 학의소, 정밀폭포는 빼어난 경관을 자랑해 가족 단위 혹은 단체 이용객이 휴양을 목적으로 즐겨 찾는다.
운장산 자연휴양림의 총면적은 19.58㎢이고, 1일 최대 수용 인원은 300~600명이다. 숙박시설, 숲속 수련장, 산책로, 족구장, 주차장 등을 갖추고 있다. 숙박 시설은 총 객실이 25개로, 4인실에서 8~9인실까지 다양한 크기로 마련되어 있으며, 그 외에 야영객들을 위한 20동의 야영 데크도 갖추고 있다.
또한 산악자전거를 탈 수 있는 임도도 마련되어 있다. 휴양림에서는 에코백 만들기, 열쇠고리 만들기 등의 목재 체험과 숲속 체험프로그램도 운영하고 있다.
대전광역시나 전라북도 전주시 등 주변 대도시로부터의 접근성이 좋으며, 주변에 금당사, 마이산도립 공원과 수선루, 와룡암이 있다.",https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0194,전북특별자치도 진안군 정천면 휴양림길 77,A01,A0101,A01010600,http://tong.visitkorea.or.kr/cms/resource/75/219375_image2_1.jpg,127.4244517017,35.8963458988,국립 운장산자연휴양림, 진안군
127512,"전라북도 순창군 구림면 안정리에 있는 자연휴양림으로 산림청 국립자연휴양림관리소에서 관리한다. 회문산은 최익현을 비롯하여 임병찬, 양윤숙이 이끄는 의병의 항일무장투쟁 무대이며 한국전쟁 전후에 지리산과 더불어 빨치산의 근거지로 이태의 소설 [남부군]의 무대이다. 회문산 북서쪽 해발 780m의 장군봉 아래 자연휴양림이 조성되어 있으며 빨치산 간부 훈련장이던 노령학원이 있었던 중턱에 산림욕장이 조성되었다. 2,876,000㎡(87만 평)에 조성된 자연 휴양림은 빼어난 절경과 함께 역사의 현장으로 주목되어 주말이면 많은 관광객이 찾아온다.

휴양림 입구에는 성벽처럼 쌓아 올린 노령문이 있다. 그 옆에 폭포가 있고 길이 30여m의 구름다리 위쪽에 전망대가 있어 주변 경관을 한눈에 볼 수 있다. 회문산 주봉으로 가장 오르기 쉬운 안정리로부터 3시간이 걸리는 5.5km의 험한 바윗길과 울창한 숲속에 도로를 개설하여 정상에 오르기가 쉽다. 자연 발생한 신갈나무, 떡갈나무, 굴참나무, 졸참나무 등 참나무류가 주 수종을 이루며 단풍나무, 산벚나무 등과 진달래, 으름, 붉나무 등이 분포되어 있어 봄가을에 아름다운 꽃과 단풍을 볼 수 있다. 꾀꼬리, 산비둘기, 뜸부기, 까투리, 장끼 등도 서식하고 있다. 휴양림에는 비목공원, 빨치산사령부 등 교육 시설과 물놀이장, 체력단련시설, 배구장 등 체육시설이 있으며 대피소, 정자 다목적광장, 산책로, 등산로 출렁다리 등이 있다. 주변에 내장산국립공원과 강천산 군립공원, 추월산, 금성산성 담양호, 옥정호 사선대 국민관광지 등 관광 명소가 있다.",https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0188,전북특별자치도 순창군 구림면 안심길 249,A01,A0101,A01010600,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.1180948404,35.4989801303,국립 회문산자연휴양림, 순창군
2737403,"신시도는 고군산군도의 24개 섬 중 가장 크고 그림 같은 풍경을 만날 수 있는 아름다운 섬이다. 월영봉 정상과 대각산 전망대는 고군산군도와 새만금방조제의 절경을 한눈에 조망할 수 있는 등산코스로 유명하며, 가을 신시도 앞바다를 지날 때면 한 폭의 그림 같은 월영단풍(月影丹楓)을 감상할 수 있다. 국립신시도자연휴양림은 아름다운 바다와 함께 힐링하는 휴양림으로 ‘해, 달 그리고 별’이라는 컨셉에 맞춰 지어진 휴양시설과 해안탐방로(약 4㎞), 태양전망대 등 다양한 볼거리가 마련되어 있다. 특히, 쾌적하고 안전한 산림휴양 공간으로 만들기 위해 배기가스 배출을 최소화한 친환경 휴양림이다.",https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0301,전북특별자치도 군산시 옥도면 신시도길 271,A01,A0101,A01010600,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.4468684182,35.8282590494,국립신시도자연휴양림, 군산시
