contentid,overview,tel,homepage,zipcode
1865551,"적상산은 가을이 되면 붉은 치마를 연상하게 하는 붉은 단풍으로 유명한 곳으로 조선왕조실록을 보관했던 적상산 사고지와 적상산성, 안국사 등 조선시대의 역사유적과  머루와인을 숙성시키는 머루와인동굴이 자리 잡고 있다. 동엽령으로 이어지는 칠연계곡은 일제강점기 때의 의병유적인 칠연의총과 함께 7개의 소를 이루며 떨어지는 칠연폭포의 장관을 만날 수 있는 곳이다.",,,
1956430,"공의로 김지대(1190~1266)의 충효를 기리기 위해 현재의 경상남도 밀양군 청도면 두곡리에 남계서원을 창건하여 위패를 모셨다. 사당의 명칭을 충효사라 하고 선현 배향과 지방 교육을 담당하다가, 고종 51년(1868) 대원군의 서원 철폐령으로 훼철되었다. 위패는 뒷산에 묻고 단을 세워 향사하다가, 1907년에는 후손들이 강당인 쌍수당을 중건하기도 하였다. 그 뒤 전라북도 무장향교 관내 유생들이 발의하여 1982년 현재의 이곳으로 옮겨 복원하고, 명칭을 계산서원이라 하였다. 서원 내에는 사당인 상충사 3칸, 강당인 경의당 4칸, 감모재 5칸, 내삼문, 정문인 쌍수문, 고직사 등이 있다.",,,56409
1624939,"계화도는 원래는 작은 섬이었으나 간척사업으로 육지화되어 계화면이 되었다. 이곳의 최고봉은 해발 246m의 계화산이며, 정상에 봉수대가 있다. 계화도의 북쪽 끝의 양지마을은 예전에는 ‘광당(光堂)’이라고 불려 왔으나 구한말 간재 선생이 이곳에서 후학을 양성하면서 양지로 불렸다고 한다. 
이곳의 계화조류지는 서해권에서 보기 드문 일출 명소로 둑에 일렬로 늘어선 방풍림 소나무가 뒤로 일출이 아름다워 많은 사진작가가 찾는 곳이다. 계화면 계화초등학교 앞에 있으며 일출을 감상하도록 데크가 마련되어 있다. 또한, 드넓은 농경지와 갈대숲, 각종 야생조수가 서식하여 조수 보호구로 지정, 관리되고 있는 곳이다. 
화산과 지진이 활발했던 중생대 백악기에 만들어진 계화도의 역암 지역은 전북지질명소로 지정되어 있다.",,"▪ <a href=""https://www.buan.go.kr/town/index.buan?menuCd=DOM_000000405000000000"" target=""_blank"" title=""새창 : 부안군 계화면 홈페이지로 이동"">https://www.buan.go.kr/town</a>",56300
2905124,"남원 외곽에 있는 고갯마루는 오리백숙, 닭백숙이 유명한 음식점이다. 한상차림은 4인 기준으로 능이오리백숙, 능이닭백숙, 토종닭백숙, 토종닭볶음탕, 자연산 버섯전골, 오리훈제, 토종오리전골이 준비되어 있다. 잡채, 버섯무침, 깍두기, 도토리묵, 깻잎, 동치미, 고추절임 등 각종 깔끔하고 정갈한 밑반찬들이 함께 나와 식욕을 더욱 돋운다. 능이가 듬뿍 들어간 오리전골은 깊은 맛이 속을 따뜻하게 하는 보양식이다. 약재로 푹 끓여내 느끼함 없이 고기가 연하고 부드럽다. 후식으로는 검은 깨죽이 나온다. 넓은 홀에 테이블도 많지만, 항상 손님이 많으니 예약 방문을 추천한다. 근처에 요천생태습지공원이 있어 연계 관광하기에 수월하다.",,,55782
135564,"무주리조트 근처에 위치한 고구려 가든은 생고기와 전라도 한정식을 맛볼 수 있는 한식당이다. 덕유산자락에서 나는 여러 가지 산나물로 만든 반찬이 어우러진 고구려정식은 인기가 좋으며 매일 바뀌는 반찬으로 다채로운 한정식을 즐길 수 있다. 이 외에도 한우 생등심, 돼지갈비, 버섯전골과 같은 다양한 메뉴를 맛볼 수 있다. 
넓은 좌석과 단체석도 마련되어 있어 가족뿐만 아니라 단체 여행객이 이용하기에 좋은 곳이다.",063-322-4456,,55555
131279,"고군산군도는 16개의 유인도와 47개의 무인도로 이루어진 섬의 군락으로  ‘한국인이 꼭 가봐야 할 한국관광 100선’에 선정된 바 있다. 대표적으로 선유도, 대장도, 무녀도를 볼 수 있는데 아름다운 해변을 조망하며 해변 산책로와 스카이라인 등 다양한 체험을 즐길 수 있다. 이전에는 여객선으로밖에 갈 수 없었는데 고군산 연결도로 개통으로 자동차로 갈 수 있게 되었다. 섬 주변의 물이 얕고 모래가 깨끗해 해수욕이 가능하며 어자원이 풍부해 바다낚시나 스킨스쿠버 등 레저 관광객들이 많이 찾는다.",,"<a href=""http://www.gunsan.go.kr/tour/"" target=""_blank"" title=""새창: 군산문화관광 홈페이지로 이동"">http://www.gunsan.go.kr/tour/</a>",54000
2703743,"고군산대교는 고군산군도에 있는 길이 400m의 다리로, 세계에서 가장 긴 외팔 현수교이다. 고군산군도에 설치된 6개 교량인 신시해안교, 고군산대교, 신시교, 무녀교, 선유교, 장자교 가운데 하나이다. 신시도와 무녀도를 연결하는 대교이다. 
2009년부터 추진된 고군산군도연결도로사업의 일환으로 건설되었다. 한국에서 처음으로 시도된 1주탑 방식의 현수교이다. 대부분의 현수교는 두 개의 주탑(주케이블을 지탱하는 구조물)에 연결한 주케이블에서 수직으로 행어케이블(보조케이블)을 내려 교량 상판을 유지한다. 하지만 단등교는 한 개의 주탑에 연결한 주케이블에 행어케이블을 매달아 상판을 들어 올리는 방식으로 만들어졌다. 
주탑의 높이는 약 110m로, 돛을 형상화한 D자형으로 만들어져 그 자체로 근사한 볼거리가 되고 있다.",,,54000
1014394,"50년 이상의 전통을 자랑하는 전주비빔밥 전문점이다. 비빔밥이 담아 나오는 그릇을 놋그릇과 돌솥 중에 선택해 주문할 수 있으며, 전주비빔밥의 핵심 재료인 황포묵을 무침 요리로 만들어 판매한다. 2층에 전주비빔밥의 역사를 설명해 놓은 전시실도 운영하고 있다.",063-251-3211,"<a href=""https://jeonjugogung.modoo.at"" target=""_blank"" title=""새창 : 고궁 홈페이지로 이동"">https://jeonjugogung.modoo.at</a>",54840
1595610,"전주시 송천동 1가에 위치한 음식점으로, 입구에 들어서면 밝고 깔끔한 분위기가 제법 고급스러워 보인다. 정육식당으로 신선하고 다양한 한우 부위부터 모둠메뉴, 세트메뉴 등을 즐길 수 있다. 주변의 문화재로는 추천대를 찾아볼 수 있고 가까이에 즐길 수 있는 덕진공원, 전주동물원, 전주드림랜드 등이 자리하고 있다.",063-275-9595,,54839
297980,"고림사는 진안군 부귀산에 있는 대한불교조계종 제17교구 금산사의 말사이다. 고림사는 672년(신라 문무왕 12) 원효 스님이 부귀산에서 수도한 것이 계기가 되어 창건하였다는 설이 있으나 정확한 건립 연대는 알 수 없다. 원효 스님은 삼국통일의 대업이 회삼귀일[會三歸一]의 원리대로 원만히 성취되기를 소망하여 부안의 변산, 진안의 부귀산 등 주로 편안할 안[安]자가 들어 있는 곳을 찾아 수도했는데, 그 자리가 곧 고림사 근처에 있는 좌선대라고 한다. 그 후 근대에 이르기까지의 역사는 잘 전하지 않는데, 다만 고려 때는 절을 상림사 혹은 운림사로 불렀다고 한다.  고림사라는 이름은 절 주위에 수백 년 된 거목들이 가득 들어 차 있어 언제부터인가 그렇게 불렀다고 한다. 근대에 와서 1928년에 절 전체가 불에 타 없어졌다가 1925년에 진안의 관공서 건물을 해체하면서 그 해체된 나무를 신도들이 짊어지고 메어 날라 법당을 지었다고 한다. 완전히 소실된 것을 정면 5칸, 측면 2칸, 팔작지붕 1동으로 중건하였는데 관음전에 모셔져 있는 관음상은 화재 속에서 구해낸 유일한 유물이다.",,"<a href=""https://jinan.go.kr/tour/sub_3/?p=4&n=1"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://jinan.go.kr/tour/</a>",55424
1625224,"향교는 공자와 여러 성현께 제사를 지내고 지방민의 교육과 교화를 위해 나라에서 세운 교육기관이다. 고부향교는 처음 지은 정확한 연대는 알 수 없으나, 임진왜란 때 불타 없어진 것을 선조 30년(1597)에 지금 있는 자리로 옮겨 세운 것이라고 한다. 현재 남아있는 건물로는 대성전, 명륜당, 동무·서무, 직사, 내삼문, 외삼문, 홍살문 등이며, 전해오는 유물로는 제기, 제복, 서적들이 있다. 대성전은 제사를 지내는 공간으로, 교육 공간인 명륜당보다 위쪽에 있다. 규모는 앞면 5칸·옆면 3칸이고, 지붕은 옆면에서 볼 때 사람 인(人) 자 모양인 맞배지붕이다. 안쪽에는 공자를 비롯하여 중국과 우리나라 성현의 위패를 모시고 있다.",,"<a href=""https://www.jeongeup.go.kr/culture/board/view.jeongeup?menuCd=DOM_000000601004004000&boardId=BBS_0000004&dataSid=417"" target=""_blank"" title=""새창 : 정읍시 문화관광 홈페이지로 이동"">https://www.jeongeup.go.kr/culture</a>",56151
126390,"정읍 고사부리성은 해발 132m의 성황산 정상부 두 봉우리를 감싸고 있는 성으로 백제시대 처음 쌓고 통일신라 때 고쳐 쌓았으며, 조선시대 영조 41년에 관아가 현재 고부초등학교 자리로 옮겨질 때까지 활용하였다. 
조선시대 전기까지는 돌로 쌓은 성이었으나 조선 후기에 흙으로 다시 쌓았다. 둘레는 1,050m이다. 백제시대에서 조선시대에 이르는 여러 가지 유물과 건물터, 우물터, 물 저장소 등이 확인되었다. 상부상항이라 새겨진 백제시대 기와와 말을 탄 병사의 모습이 새겨진 기와가 출토되어 이곳이 백제시대 5 방성 가운데 중방성의 터였음을 확인해 주고 있다.
정읍 고사부리성은 잔존상태가 양호한 다양한 유구와 유물로 인해 우리나라의 고대 산성 연구에 중요하고 획기적인 자료가 되는 중요 문화유적으로 역사적·학술적 가치가 크다. 
주변 관광지로 고부향교, 장문리오층석탑, 군자장, 남복리 미륵암석불, 용흥리 석불입상이 있다.",,"<a href=""https://www.jeongeup.go.kr/culture/board/view.jeongeup?boardId=BBS_0000004&menuCd=DOM_000000601004001000&orderBy=REGISTER_DATE%20DESC&paging=ok&startPage=1&categoryCode1=AA01&dataSid=161"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.jeongeup.go.kr</a>",56151
2726716,"전북 부안군에 위치한 고사포야영장은 고사포 해수욕장 송림 내에 조성되어 있다.  고사포 해변은 변산반도 국립공원에 포함된 해수욕장으로, 울창한 송림이 야영지로서 적격이다. 이곳은 변산반도국립공원에서 관리하고 있는 만큼 예약은 국립공원예약시스템을 이용해야 한다. 자동차야영지 67동(35㎡), 무장애 2동(56㎡), 하우스 10동(약 14㎡)으로 구성되어 있고, 영지 형태는 마사토, 데크, 목구조 등으로 이뤄져 있다.  샤워실, 개수대, 매점, 화로대사용, 전기사용, 온수사용이 가능하며, 하우스의 경우 침구세트는 제공하지 않는다. 변산 마실길 2코스와 이어진 이곳은 특히 변산반도의 뻥 뚫린 바다 조망과 함께 야영을 즐길 수 있는 곳으로 캠퍼들에게 각광을 받고 있다.",,"<a href=""https://res.knps.or.kr/contents/C/serviceGuide.do?parkId=B18"" target=""_blank"" title=""새창 : 고사포야영장 홈페이지로 이동"">https://res.knps.or.kr/</a>",56339
127865,"부안군 변산면 운산리에 있는 해수욕장으로, 약 2km에 이르는 백사장과 방풍을 위해 심어 놓은 약 300m의 넓고 긴 소나무 숲이 장관을 이룬다. 일대의 해수욕장 중에서 가장 큰 규모를 자랑한다. 서해의 다른 해수욕장보다 물이 맑고 깨끗하며 모래도 곱고 부드럽기로 정평이 나 있다. 물의 수온도 적당해서 여름철이면 해수욕을 즐기러 오는 가족 단위 관광객이 많이 찾는 곳이다. 소나무숲은 해수욕을 즐긴 후 그늘에서 휴식을 취하거나 야영장으로 적당하다. 또 서해의 해수욕장답게 일몰이 아름답기로 유명하다. 매월 음력 보름이나 그믐쯤에는 해수욕장에서 이곳까지 사람들이 현대판 모세의 기적이라고 부르는 약 2km의 바닷길이 열린다. 이때에는 섬까지 걸어갈 수 있으며, 조개나 낙지, 해삼 등을 잡는 즐거움도 누릴 수 있다. 해수욕장 앞에는 새우 모양을 닮았다 하여 하섬으로 불리는 작은 섬이 있는데 원불교 재단의 소유로 일반인들은 사전에 허가를 받아야 섬에 들어갈 수 있지만 바닷길이 열리면 섬까지 갯벗체험은 가능하다.",,"고사포해수욕장 <a href=""http://www.ibuan.co.kr/tour03"" target=""_blank"" title=""새창: 고사포해수욕장 홈페이지로 이동"">http://www.ibuan.co.kr/tour03</a><br>부안 문화관광 <a href=""https://www.buan.go.kr/tour/board/view.buan?boardId=BBS_0000241&menuCd=DOM_000000208004000000&orderBy=REGISTER_DATE%20ASC&paging=ok&startPage=1&dataSid=245903&&cpath=%2Ftour"" target=""_blank"" title=""새창: 부안 문화관광 홈페이지로 이동"">http://www.buan.go.kr/tour</a>",56339
1595802,"대산면, 성송면에 걸쳐 있는 고산은 해발 527m의 산이다. 고산은 높지는 않지만 주변 평야에 솟아 있어서 1,000m 높이의 다른 산들과 비교해도 뒤지지 않을 정도이다. 산 정상에선 주변 경치를 한눈에 바라 볼 수 있고 울창한 송림과 여러 기암괴석이 산행하는 이의 눈을 즐겁게 한다. 고산에는 용추굴, 각시봉, 깃대봉, 매바위, 용두암, 거북바위, 촛대봉, 치마바위 등의 전설이 전해 내려오고 있고 복분자 산딸기 평전과 늪지대 등 자연생태가 잘 보존되어 있다. 
고산에는 선사시대의 고인돌이 수백여기 있으며, 후삼국시대에 쌓은 고산산성이 자리잡고 있다. 고산산성의 길이는 약 5,000m 정도이고 높이 5m인데 지형에 따라 다르며 자연을 이용한 토석 혼축성이다.
축성 양식은 포곡형이고 석축의 공법은 내탁법을 써서 외면은 석축으로 쌓고 내면은 흙과 잡석으로 다져서 축성 하였다. 외면은 자연석을 수직 혹은 물림 쌓기로 아랫돌에 비해 윗돌을 5~6cm씩 안으로 물려 쌓은 방식을 썼다.
성문은 남문과 북문의 형태가 남아 있으나 동문과 서문은 찾아볼 수 없다. 문헌에는 산성의 둘레가 8,100척이고 내유3천이라는 기록이 있으며, 성내에는 용지와 서봉사, 수고암등이 있었음을 알 수 있다. 현재 산성의 형태는 600m 정도가 남아 있고 거의 도태된 상태이다.",,"<a href=""https://tour.gochang.go.kr/"" target=""_blank"" title=""고창 문화관광 사이트로 이동"">https://tour.gochang.go.kr/</a>",56468
2738774,"고산 무궁화 오토캠핑장은 고산 자연휴양림 입구에 위치한 캠핑장으로 오토캠핑과 카라반을 모두 이용할 수 있는 곳이다. 사이트 당 면적이 7m×8m로 넉넉한 면적을 자랑하며 전기도 수월하게 이용할 수 있다. 서울에서 2시간 30분이면 도착할 수 있고 전주, 대전 등 주요 도시에서 1시간 이내에 닿을 수 있어 접근성이 좋은 편이다.

캠핑장 이름처럼 실제로 무궁화가 많이 식재되어 있다. 개화 시기인 여름철에 방문하면 형형색색의 만발한 무궁화 꽃을 감상할 수 있다. 또한 근처에 계곡이 있어 무더위를 피해 물놀이를 즐길 수 있다. 가을에는 오색찬란한 단풍으로 물든 고산의 정취를 느낄 수 있고, 캠핑장 뒤에 밤나무가 있어 밤 따는 재미를 맛볼 수도 있다. 고산 무궁화 오토캠핑장은 주변에 즐길 거리도 많다. 무궁화 테마식물원, 에코어드벤처, 밀리터리파크, 만경강 수생 과학관, 무궁화 품종원, 휴양림 등 다양한 관광지가 조성되어 있다.",,"<a href=""https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030025"" target=""_blank"" title=""새창 : 고산무궁화오토캠핑장 사이트로 이동"">https://www.foresttrip.go.kr/</a>",55312
3345112,"고산문화공원은 다양한 무궁화 품종을 감상할 수 있는 공원이다. 이곳에서는 무궁화의 역사와 문화적 의미를 배울 수 있는 무궁화전시관이 마련되어 있으며, 계절별로 무궁화의 아름다움을 즐길 수 있는 무궁화테마식물원이 조성되어있다.
또한 고산문화공원 주변 만경강에 사는 수생식물, 수서곤충 표본, 물고기를 만나볼 수 있는 만경강수생생물체험과학관도 운영되고 있다. 이 외에도 무궁화오토캠핑장에서 캠핑과 카라반 이용이 가능하며 매년 8월에는 무궁화나라꽃축제가 열려 무궁화에 대한 깊이 있는 이해를 돕고 있다.",,"<a href=""https://www.wanju.go.kr/tour/index.9is"" target=""_blank"" title=""새창 : 완주고산문화공원 홈페이지로 이동"">https://www.wanju.go.kr/tour</a>",55312
132301,"고산시장은 1964년 개설된 시장으로 완주군 고산 지역 및 인근 5개 면에서 생산되는 지역 농축산물 및 공산품의 교환을 목적으로 개설된 곳이다. 이후 오일장과 함께 문화 관광형 테마장터로 2013년에 신축 개장한 곳이 고산미소시장이다. 고산시장은 4일과 9일 오일장이 열리는 전통시장이고, 고산미소시장은 오일장 곁에 조성된 신시장으로 한우, 유제품, 수제햄버거, 나무공방 등 30여 개의 제조 공방형 점포가 운영되고 있다. 
오일장인 고산시장은 도로 양옆으로 점포와 노점상의 형태로 채소, 과일 곡류 등 생활필수품을 위주로 판매하고 있다. 인근 면에서 생산되는 농산물과 특산물을 주로 판매하며, 주요 품목으로는 곶감, 대추, 마늘, 양파, 한우 등이 있다. 특히 고산면과 인근에 자리한 비봉면은 한우 사육 농가가 많은 곳으로 옛날부터 한우 유통이 활성화되었던 곳이다. 
상설시장인 고산미소시장은 공연장과 광장을 중심으로 상가가 형성되어 있고, 주말에는 지역주민뿐만 아니라 외부에서 많은 고객이 방문하고 있다. 고산 지역 인근에서 생산하는 농산물과 한우의 유통을 활성화 하고 있으며, 구시장과 달리 음식점, 카페 등 상시적으로 먹을 수 있는 먹을거리 위주로 점포가 운영되고 있다. 
서비스적 측면에서는 고산미소시장은 체험, 주말장터, 청소년 교육, 귀농 등의 문화를 상품화함으로써 새로운 운영 형태를 보이고 있다. 먼저, 인구와 청소년 관련 인프라가 부족한 지역 특성을 고려하여 시장의 빈 점포를 활용하여 지역 아이들이 책도 읽고, 수시로 쉼터로 활용할 수 있는 공간을 만들었다. 또한 시장 내 다양한 공방이 있어 소쿠리, 멍석, 찻상 등 다양한 생활공예품을 직접 만져보고 짚신 꼬기, 조각보 만들기와 같은 다양한 체험을 즐길 수 있다.",063-262-0119,"<a href=""http://www.wanju.go.kr/tour/index.wanju"" target=""_blank"" title=""새창: 완주 문화관광 홈페이지로 이동"">http://www.wanju.go.kr/tour/index.wanju</a>",55311
2703446,"완주군 고산면에 위치한 완주한우협동조합 고산미소한우는 250여 조합원으로부터 제 값에 한우를 매입하여 중간 유통과정을 거치지 않고 저렴한 가격으로 소비자에게 한우를 제공한다. 그로인해 완주 한우농가는 생산비를 보전하여 지속적으로 한우를 키울 수 있게 되고, 소비자는 품질 좋은 한우를 믿고 살 수 있게 되었다. 앞으로도 완주한우협동조합은 지역내 선순환구조를 만들어 가며 소비자들에겐 질 좋은 한우를 저렴한 가격으로 제공하는데 앞장설 것이다.",,"<a href=""http://www.gosanmiso.com""target=""_blank"" title=""고산미소 홈페이지로 이동"">http://www.gosanmiso.com</a>",55311
127533,"완주군 안수산 자락에 자리한 고산자연휴양림은 삼림욕을 즐길 수 있는 사계절 가족휴양지이다. 이곳은 낙엽송, 잣나무, 리기다 등이 빽빽이 들어선 조림지와 활엽수, 기암절벽 등이 어우러져 호젓한 휴식을 취하기에 더없이 좋은 곳이다. 봄에는 야생화, 여름에는 계곡, 가을에는 단풍 그리고 겨울에는 설경이 아름다운 구경거리를 제공해 준다. 
고산자연휴양림의 숙박시설은 가족휴양관, 숲속의 집, 돔하우스, 무궁화 오토캠핑과 무궁화 캐라반 등으로 구성되어 있다. 이외 부대시설로는 아이들을 대상으로 다양한 산림교육 프로그램을 운영하는 산림교육센터, 친환경 목재를 이용한 난방 공급 시스템을 소개하고 전시한 공간인 산림바이오매스 홍보관, 무궁화를 소재로 한 다양한 예술작품이 전시되어 있는 무궁화 전시관 등으로 이루어져 있다. 
주변 관광지로는 고산향교, 완주 고산 놀토피아, 대아저수지, 대아수목원, 운장산, 위봉폭포 등이 있다.",,"<a href=""https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030025""target=""_blank"" title=""고산자연휴양림"">https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030025</a>",55312
1954763,"고산향교는 전라북도 완주군 고산면에 있는 조선 전기에 창건된 교육시설이다. 1397년(태조 7) 지방의 중등교육과 현유의 위패를 봉안, 배향하고 지방의 중등교육과 지방민의 교화를 위하여 창건되었다. 1399년(정종 1)에 소실되었다가 그 뒤 복원하였으며, 임진왜란 때 다시 소실되어 1601년(선조 34) 대성전을, 1604년 명륜당을 건립하였다. 1966년 대성전과 명륜당을 보수하였으며, 현존하는 건물로는 대성전·명륜당·동재·서재·삼문·교직사·기타 부속건물 등이 있다. 정면 3칸, 측면 3칸의 맞배지붕으로 된 대성전에는 5성, 송조4현, 우리나라 18현의 위패가 봉안되어 있으며, 대성지성문선왕이라 쓰인 공자의 영정은 조선 중기 송영구가 당나라의 화가 오도현의 작품을 받아온 것이라 전한다.",,"<a href=""http://www.cha.go.kr/"" target=""_blank"" title=""새창 : 문화재청 홈페이지로 이동"">http://www.cha.go.kr</a>",55311
1612565,"향교는 훌륭한 유학자의 위패를 모시고 제사를 지내며 지방민의 교육과 교화를 위해 설립된 고려ㆍ조선시대의 국립 교육기관이다. 조선시대에는 국가로부터 토지와 노비 등을 지급받아 교관이 교생을 가르쳤으나, 1894년 갑오개혁으로 근대 교육이 본격화되면서 교육적 기능은 폐지되었다. 고산향교는 완주군 고산면에 있는 조선 전기에 창건된 향교이다. 
고산향교는 완주군 고산면에 있는 조선 전기에 창건된 향교이다. 이곳의 대성전은 전라북도 유형문화재로 정면 3칸, 측면 3칸의 맞배집 구조이며, 처음 지어진 연대는 정확히 알 수 없으나 태조 7년(1398)에 지금의 위치에 세워진 것으로 추정된다. 정종 2년(1400)에 불타 없어진 것을 다시 지었는데, 당시의 건물들은 임진왜란 때 모두 불타 없어지고 1601년(선조 34)에 대성전이 중건되었다. 외삼문, 명륜당, 내삼문, 대성전이 하나의 축선 상에 배치된 전학후묘의 배치 형태이고 경사면 대지를 3단으로 나누고 건물을 배치했다. 가장 아랫단은 외삼문이, 두 번째 단은 명륜당과 그 뒤로 동재, 서재, 세 번째 단의 내삼문을 지나면 제일 높은 위치에 대성전이 자리하고 있다. 대성전 안에는 [대성지성문선왕]이라 쓴 공자의 위패를 중심으로 중국 성현을 모시고 있다. 공자의 영정은 조선 중기에 당나라 화가의 작품을 받아온 것이라 한다. 
고산향교 인근에는 세심정이 있어 연계 방문이 가능하다.",,"<a href=""https://www.wanju.go.kr/tour/planweb/board/view.9is?dataUid=8a602fbaaf5d4dafbd12e18a73637767&&contentUid=ff8080818c5d9e6d018ca465585e68df&tmpField14=&boardUid=ff8080818cb3bcda018cb4d03a5d0d44&page=1&subPath=/tour"" title=""새창 : 홈페이지로 이동"">https://www.wanju.go.kr/tour/index.wanju</a>",55311
2647939,"고스락은 ‘으뜸’, ‘최고’를 뜻하는 순수 우리말 옛글로 3만여 평 장독정원에서 4,000여 개의 전통 옹기를 이용하여 100% 우리 땅에서 자란 유기농 인증을 받은 원료만을 사용하여 자연발효 숙성시킨 최고급 유기농 전통 식품을 제조하고 있다. 영농조합법인 다송리사람들은 2011년 돌나라인증코리아로부터 유기가공식품인증(2-8-161)을 획득, 엄격한 품질관리시스템에 의하여 대한민국 최고의 명품 유기 장류를 생산하고 있고, 발효식품 메카로 거듭나기 위하여 연구, 노력하고 있는 곳이다. 약식동원(藥食同原) 즉, ‘먹는 것이 약이 된다’는 뜻으로 음식과 약은 그 원천이 같으므로 음식으로 병을 치료할 수 있다고 하는데 고스락은 앞으로 100세 시대를 살아가는 현시대에 오래 건강하게 사는 삶을 생각하며 선조들의 지혜와 정성이 담긴 건강한 전통 장류의 맛과 향기를 이어가고 있다.",,"<a href=""http://xn--299a84ry2i.com/"" target=""_blank"" title=""새창 : 고스락 홈페이지로 이동"">http://고스락.com/</a>",54526
2774110,"진안 백운면에 위치한 고원 화목원은 전북특별자치도 산림환경연구소에서 운영하는 자연학습공간이다. 11.8ha에 달하는 방대한 규모를 자랑하는 고원 화목원은 전문원 23개, 아열대 식물원 1동, 자연학습공간, 편의시설 등을 갖추고 있으며 무려 1,150종류의 다양한 식물을 보유하고 있어 식물 종 다양성 확보와 보전에 기여하고 있다. 고원 화목원이란 이름답게 진안지역의 지리적 특성을 살려 고원 지역에서 볼 수 있는 구름국화와 한라구절초, 구상나무 등을 위주로 우리 꽃과 나무로 녹지공간을 조성한 점도 눈길을 끈다. 피라미드형 온실 내부엔 260여 종 7,000여 본의 열대 식물들이 자라고 있어 1년 365일 언제든 활짝 피운 다채로운 꽃을 만나볼 수 있다. 산책로도 잘 다듬어져 있어 아이들은 물론 온 가족이 함께 산책을 즐기기에도 좋다.",,"<a href=""https://forest.jb.go.kr/main/content.action?cmsid=101050100000""_blank"" title=""새창 : 홈페이지로 이동"">https://forest.jb.go.kr/</a>",
2651962,"고유는 전주 한옥마을에 위치해있다. 잔디가 있는 마당, 하늘풍경이 담기는 수경, 놀이를 위한 풀, 그런 풍경을 바라보며 반신욕을 즐길 자쿠지, 프리미엄급 침대(2개), 블루투스스피커,빔프로젝터 ,와이너들을 위한 와인잔등 휴식을 즐기기에 적당하다. 이솝 어메니티, 다이슨 드라이기가 준비되어 있다. 한국관광공사 품질인증을 받은 한옥스테이 숙소이다. 숙소 근처 사장님이 직접 운영하는 카페 할인 혜택이 있다.","063-284-2588, 010-3682-5333",https://ohnew.modoo.at,55044
126547,"고인돌은 청동기시대 대표적인 무덤양식으로, 우리나라에 3만여 기 이상이 분포되어 있는 것으로 알려져 있다. 그중에서도 전남과 전북을 포함한 한반도 서남해안 지역에 밀집 분포하고 있다. 전북지역은 2003년 조사 기준으로 424개 군집에 2,632기가 분포한 것으로 알려져 있다. 특히 고창군은 2023년 조사기준으로 전북 고인돌의 65% 이상인 1,748기의 고인돌이 존재하는 것으로 파악되었다. 고창 고인돌유적은 죽림리와 상갑리, 도산리 일대에 무리 지어 분포하고, 2000년 12월 유네스코 세계문화유산에 등재되었다. 단일 구역으로서는 우리나라에서 가장 큰 군집을 이루고 있을 뿐만 아니라 탁자식, 바둑판식, 개석식 등 다양한 형식의 고인돌이 한 지역에 분포한다. 또한 고인돌 축조과정을 알 수 있는 채석장의 존재 등 동북아시아 고인돌 변천사를 규명하는 데 있어 중요한 자료가 되고 있다. 세계유산위원회에서는 등재 기준 제3항(독특하거나 아주 오래된 것)을 적용, 세계유산적 가치를 인정했다. 고창은 고인돌 박물관을 비롯하여 제1코스 ~ 제5코스 1.8km (고창읍 죽림리, 아산면 상갑리 일대), 제6코스 1.7km (고창읍 도산리 일대)를 탐방코스로 만들어 3천 년 전 다양한 고인돌의 모습 그대로 전승하여 오고 있다.",,"<a href=""https://www.gochang.go.kr/gcdolmen/index.gochang"" title=""새창: 고창고인돌로 이동"" target=""_blank"">https://www.gochang.go.kr</a>",56442
799613,"동학농민혁명은 한국근대사에서 전국에 걸쳐 사회개혁 의지를 처음으로 드러낸 역사적인 사건이다. 고창 무장기포지는 우리나라 최초의 민권운동이기도 한 동학혁명의 시발점으로 의미가 매우 큰 유적지이다. 고창군에서 대산면으로 가는 국도 22호선 왼쪽 구수마을 일대에 위치하여 있다. 참고로, 무장은 지명이며 기포지는 동학농민혁명 포고문을 선포한 집결지를 의미한다. 동학농민혁명의 참뜻을 기리기 위해 조성된 이곳에는 동학농민혁명의 훈련장으로 사용된 터와 [갑오동학농민군 고창주 의장 추모비]가 자리하고 있다. 또한, 갑오 동학농민혁명을 이끈 전봉준 총대장, 김개남 총관령과 손화중 총관령 세 지도자와 동학농민혁명 당시 고창군으로 통합되기 이전인 고창현, 무장현, 홍덕현을 의미하는 늘 푸른 소나무 세 그루를 상징적으로 식재해 놓았다. 기존 기포지에 설치되어 있었던 동학농민혁명 기념탑과 조형물들은 고창동학농민혁명 성지화사업 진행으로 (구)신황초등학교에 옮겨 놓았으므로 함께 연계해서 방문하는 것도 의미가 있다.",,"<a href=""https://tour.gochang.go.kr/index.9is?iConUid=4028a690893f64f4018b7f762e510fbc&contentUid=4028a690893f64f4018ba33f9100764a"" target=""_blank"" title=""새창 : 고창 문화관광 홈페이지로 이동"">https://tour.gochang.go.kr/</a>",56459
