관광지이름,총점,이름,내용,별점
뱀사골계곡,4.6,김승호_girisan,"더울땐 이곳이 최고지요..
시원한 계곡 맑은 물 지저귀는 새소리
힐링하는데는 단연 최곱니다...
지리산 곰치와 쌈하는 지리산 흑대지의
맛도 일품입니다..♡♡",5
뱀사골계곡,4.6,라젤,뱀사골계곡은 정말 시원해요,5
뱀사골계곡,4.6,성환윤,"뱀사골 트레킹 코스를 다녀왔습니다
힘든 코스가 없어 수월하게 다녀왔습니다",4
뱀사골계곡,4.6,연재의공간,"뱀사골계곡
비온뒤 걸어봤어요.
물소리가 너무 좋은계곡
슬리퍼 신고 걸어도 될만큼
편한곳입니다.
분위기도 좋고
기분도 좋아지는 곳.

올라가기전에 지리산 전통 한정식 한상 먹고
소화하면서 걸으면 좋아요.
늦봄부터 여름까지 옥수수 파는 아주머니에게
옥수수 하나사서
올라가요.

넘 행복해요.
다람쥐들이 먹이를 주면 받아서 먹어요.",5
뱀사골계곡,4.6,정세움,물의 색깔이 장난 아님,5
뱀사골계곡,4.6,김순녀,"2020년 7월 6일
지리산 뱀사골 계곡은 너무 유명한데 이제서야
다녀왔다. 지난 7월 첫 주중에 비가 내려 수량이 많을거 같아 계획을 세워 다녀왔다.
계곡이 아주 넓고 깊고 물도 많고 경치도 좋다.
걷기 좋게 나무를 이용해 계곡 위에 길을 만들어
편리하게 걸을 수 있다. 이 길을 따라가다 실비단 폭포로 빠져서 다녀올 수 있다. 그러나 지금은 비탐방로다.",5
뱀사골계곡,4.6,김종천,여름이나 겨울이나  계절에 관계없이 ...,5
뱀사골계곡,4.6,장수인,"엄청 시원하고 답답한 바람이 아니라 정오에도 상쾌한 바람을 만날 수 있다.
까끗한 물에 발을 담그거나 손을 씻어보는 여유도 있다.
하지만 화장실은 매우 불편하고 더럽다.
개수대도 없다.",5
뱀사골계곡,4.6,James Roh,"조금 일찍 오면  벛꽃이  만연 했을때..

조금 있으면  철죽  축제한다고 함 .....",5
뱀사골계곡,4.6,jeon오기씨,단풍이 80프로 떨어졌어요 계곡물소리가 힐링됩니다,5
뱀사골계곡,4.6,계곡은개골개골,"뱀사골 계곡은 무조건 털보가든이지
계곡 앞에서 음식 먹는걸 안 좋아해서 식당 이용은 안 했지만, 주소 찍고 가기엔 좋음
물 깊이도 좋고 넓어서 놀기 좋음",4
뱀사골계곡,4.6,안윤영,물도 좋구요 계곡도 좋아요 공기도 좋아요,5
뱀사골계곡,4.6,남현선,"연초록 세상이예요.
아름다워요~~",5
뱀사골계곡,4.6,산그늘,초입부터 1시간 정도는 계곡이 트레일코스를 따라 이어져서 여름엔 시원하고 가을엔 단풍이 좋아요.,5
뱀사골계곡,4.6,차세대,단풍이 조아요,5
뱀사골계곡,4.6,녹색걷기,"뱀사골 신선길은 짧은 구간이지만
뱀사골 계곡을 따라 걷는 길은
청량감이 눈과 폐를 자극합니다.
이구간은 특히 무장애탐방로로
데크길이 조성되어 노약자도
쉽게 오를 수 있답니다.",4
뱀사골계곡,4.6,이트,"전국최고의 계곡휴양지라 할만함
지리산 계곡답게 맑음
근처에 백숙등 파는집이많아요
여름휴가에 2박3일정도 놀다오기 딱좋아요
텐트야영장도크고 대여도해줌
먹을것만 싸가서 먹고놀기 짱이에요",4
뱀사골계곡,4.6,이산,태풍 후 계곡 보기 위해 백무동 계곡과 뱀사골을 다녀 왔는 데 뱀사골이 하류부터 계곡을 따라 올라가므로 계곡이 깊어 물소리만 들리는 백무동보다 나은 것 같아요.,5
뱀사골계곡,4.6,막둥이세끼,"물소리,바람소리 ....좋아요",5
뱀사골계곡,4.6,서동술,우리 모두가 지켜야할 아름다운 유산,5
뱀사골계곡,4.6,kwangman “Jilisan” sung,"이제야 태풍의 흔적은 많이 사라졌지만 근래 큰비로 인한 상흔은 곳곳에 있음. 주민들 나무수액 채취 파이프와 각종 전기 시설물 라인이 곳곳에 설치되어 10년 전보다 후퇴한 분위기.  10년 전엔 지리산 골짜기중 비닐 파이프류 시설물은 가장 철거가 잘된편이었으나, 아마 주민들 수익 성화와 공사 비용 아끼기로 눈살 찌푸리게 만든 하루 였었음.",4
뱀사골계곡,4.6,김승호,뱀사골은 지리산 삼대계곡중 하나다 싶게 누구나 접할수있는곳입니다 올여름 가기전에 한번 가보세요 천연수 소나무도 꼭보세요,4
뱀사골계곡,4.6,김해성,계곡을 따라 트레킹  하기 최적의 곳,5
뱀사골계곡,4.6,박재영,뱀사골 탐방지원센터로부터 이어지는 계곡입니다. 여름에는 시원한 계곡에서 피서를 가을에는 계곡을 따라 물드는 애기단풍의 풍경을 볼 수 있습니다.,5
뱀사골계곡,4.6,산책,"올여름은 뱀사골에만 몇번 가서 물놀이 했네요
다른 계곡 같지 않게 물 많고 맑아서 좋더라구요",4
뱀사골계곡,4.6,최기영,단풍 풍경이 너무좋아요.,5
뱀사골계곡,4.6,장정근,시원한계곡이잇고여.가는곳이넘조아여.구두신고가두되여.땀이별루.안나여.담배는가져가지말아요.라이타도안되여,5
뱀사골계곡,4.6,jaeyong lee,"넓은 계곡 깨끗한 물소리
드문드문 가족간의 안전공간 유지.
코로나 19 방역 걱정 없이 편하고 좋습니다.",5
뱀사골계곡,4.6,제임스.,여름인데도 서늘. 진정한 피서~,5
뱀사골계곡,4.6,Charlie Yun 다이아몬드 국제딜러 윤영진.,죽기전에 꼭 꼭 가보세요 지리산 뱀사골 신선길,5
뱀사골계곡,4.6,Bosung Kim,"지리산 최고의 계곡중 하나
탐방로 일정부분은 유모차로 갈수 있어서 좋음
탐방로 중간중간 계곡에 발 담굴수 있어서 좋음",5
뱀사골계곡,4.6,하남기,수달래가 참 곱게 피었어요,5
뱀사골계곡,4.6,둥근마음,지리산은 언제나 최고입니다.,5
뱀사골계곡,4.6,산마니,"평일에 집사람과 둘이 차박 캠핑가니까 조용하고 아무도 없어 너무 좋았습니다, 텐트야영은 5천원인데 정보가 없는관계로 차박 19천원으로 해서 아쉽네요.",5
뱀사골계곡,4.6,안천수,누운골가든에 왔는데 닭백숙에 석이버섯전에 좋았습니다. 아울러 뱀사골의 힘찬 물줄기가 좋았네요.,5
뱀사골계곡,4.6,문정설,넘 좋아요,5
뱀사골계곡,4.6,금경환,단풍이 붉게 물들고 계곡물도 맑아요,4
뱀사골계곡,4.6,이정부,가뭄에도 맑은물이 졸졸 피서 하기엔 최고 수영복 수건 샌들준비 하시면 조아요,5
뱀사골계곡,4.6,신상철,"뱀사골 계곡...
물 깨끗하구요~
주위 펜션들 많구요~
흙돼지도 맛있구요~^^*
여름휴가지로는 강추 드립니다!!!~~~^^*",5
뱀사골계곡,4.6,W.S. Ryu,뱀사골산장이 무인대피소로 바뀐 후 가봤습니다. 대피소 건물 뒷편은 온통 지뢰밭입니다. 조심하세요. 등산화 아작 납니다.,2
뱀사골계곡,4.6,D_ packer,가을단풍이 멋진곳,5
뱀사골계곡,4.6,최병선,맒은물 6 키로 긴계곡 공기좋고 계곡따라 펜스등산로 잘되어서 산행 걷기좋은곳,5
뱀사골계곡,4.6,SeongJak Gim,공기좋고 물맑아요! 평탄한 코스가 있어서 오르는데도 어렵지 않아요^^,5
뱀사골계곡,4.6,추억..,물이  시원하고 깨끗해서 ...,4
뱀사골계곡,4.6,최종덕,계곡물이 차갑고 여름에 계곡따라 탐방하기 좋아요,4
뱀사골계곡,4.6,김진태,사계절 경치가 아름다움,4
뱀사골계곡,4.6,안세원,솔직히 이만한 계곡 국내에서 탑5안에 듦. 물도 깨끗하고 깊고 놀기 짱좋음,5
뱀사골계곡,4.6,hi hi,계곡을 따라 데크길이 놔져있어 산책하듯 편히 다닐 수 있는 곳입니다.,4
뱀사골계곡,4.6,박재희,11/3일 기준 단풍은 내장산보다 뱀사골 단풍이 좋습니다,5
뱀사골계곡,4.6,이현식,깔끔하게 단장해 놓은 데크길과 포장길이 천년송이 있는 마을까지 잘 연결되어 있습니다,5
뱀사골계곡,4.6,양희창,"물맑은 계곡과 산세 우거진곳 뱀사골계곡
함가보세요
너무좋아요",5
뱀사골계곡,4.6,김진,"지리산뱀사골물소리.공기.풍경너무좋은데화장실이없는게안좋다
중간에1.2개만있으면최고",3
뱀사골계곡,4.6,GaIn Hyun,"항상 갈 때마다 좋은 계곡~
신선이 된 기분이 들어요.",5
뱀사골계곡,4.6,김윤지,너무너무  멋져요,5
뱀사골계곡,4.6,송은경,지리산뱀사골계곡은 그늘 햇빛  테크길 모두 조아요~,5
뱀사골계곡,4.6,Elena Kim,단풍이 너무나 아름다워요~,4
뱀사골계곡,4.6,이임춘,더운. 여름에. 시원하게 보낼수 있는계곡이. 참 졶아요. 무더운 여름은. 뱀사골. 계곳에서,5
뱀사골계곡,4.6,DONGSIK CHO,"지리산의 유명한 계곡으로 시원한  기분을
느낄수 있었습니다.",5
뱀사골계곡,4.6,성동표,시원하고 상쾌한 공기를 마시며 지인들과 함께 정말깨끗한맑은믈그속에서행복한하루를보냈습니다,5
뱀사골계곡,4.6,김경표,아주짱 멋지네요,5
뱀사골계곡,4.6,김남희,계곡이 깨끗하고 늦어서 단풍은 졌어요  일주일 일찍 갔으면 좋을듯,5
뱀사골계곡,4.6,한미숙,매번 가도 또 가보고 싶을 만치 좋은곳입니다.,5
뱀사골계곡,4.6,T JK,초보자도 쉽게 갈 수 있는 절경이 멋진 트레킹코스 강추!,5
뱀사골계곡,4.6,조명희,계곡따라서  물도좋고 시원한 바람도 좋고 굿입니다,5
뱀사골계곡,4.6,최김미,물소리 우렁차고  데크길이 숲이 우거진 사이사이 그늘도 완벽합니다,5
뱀사골계곡,4.6,young10000 Choi,지리산은 사계절  환상의 코스입니다. 다시 가고픈 우리의 지리산입니다,5
뱀사골계곡,4.6,박승일,"계곡에서 시원하게 물놀이도하고
좋았어요",5
뱀사골계곡,4.6,김국겸,"뱀사골 계곡
정말 깨끗하고 좋은곳
물이 맑고 멋진 계곡",5
뱀사골계곡,4.6,정수옥,아주  좋아요  아직 까지 는 고로쇠물  땜에 나무  들리 고통  받고  있어요,5
뱀사골계곡,4.6,Justin Hyeon,계곡 초반을 나무 데크로 평평하게 잘 정비해놓아 편안함,5
뱀사골계곡,4.6,하태룡,뱀사골 계곡은 물론이고 와운마을 꼭 다녀오세요. 계곡의 보행로로요,5
뱀사골계곡,4.6,정일봉,"자연계곡으로 산책로 좋고, 천년송도 추천",4
뱀사골계곡,4.6,IH LEE,초자연과 함께 할 수 있음에 감사 유지보존 하면서 함께 즐겼으면 좋겠읍니다 이런곳이 있어 감사합니다,5
뱀사골계곡,4.6,이상훈,너무좋아요,5
뱀사골계곡,4.6,박철현,시원한 계곡옆으로 걸어서 좋아요,5
뱀사골계곡,4.6,김지욱,시원하고 힐링되는  장소~~,4
뱀사골계곡,4.6,배아영,언제 가도 좋은 곳이에요.,5
뱀사골계곡,4.6,Min-Su Shin,경치가 좋고 산책하기도 좋네요,5
뱀사골계곡,4.6,David Cho,"맑은 계곡, 진정한 휴식",5
뱀사골계곡,4.6,서일동,"멋져요
편하고 깨끗하고
강추합니다",5
뱀사골계곡,4.6,강태기,"많은수량  멋진풍광  무시무시한 폭염시원하게
날렸슴.",5
뱀사골계곡,4.6,김병의,뱀사골계곡에충혼탑이있는줄몰랐내요!,5
뱀사골계곡,4.6,김인원,최고였음 물론 평일 엄청 일찍 가서,5
뱀사골계곡,4.6,이덕근 (하람),4계절 넘 좋은 곳입니다,5
뱀사골계곡,4.6,박미정 (Midori),물맑고 시원하고... 최고의 계곡♥,4
뱀사골계곡,4.6,김종호,트레킹 좋아요 경치  좋아요 물소리 바람소리,5
뱀사골계곡,4.6,이중구,음식점 산채백반 너무좋아요,5
뱀사골계곡,4.6,배관,좋아 너무좋아 단풍은 쵝오,5
뱀사골계곡,4.6,이명석,여름도 아닌데 벌써 북저북적,5
뱀사골계곡,4.6,우렁각시,"뱀사골...
쭈~욱 텐트족들뿐
도대체 볼게없네요...
그나마 계곡?",3
뱀사골계곡,4.6,김기곤,좋습니다.가시면 후회는 없을것 같습니다.,4
뱀사골계곡,4.6,조찬영,자연경관계곡잘보존되길,5
뱀사골계곡,4.6,김광원,"물어볼 필요 없습니다
그져  감탄  만  하면 됩니다",5
뱀사골계곡,4.6,김용연,"맑은공기, 골짜기따라 핀 철쭉.",5
뱀사골계곡,4.6,서민낚시,물이 너무 깨끗해서..물이 너무 깨끗해서,5
뱀사골계곡,4.6,YongHo Kim,여름에 반드시 가보세요.,5
뱀사골계곡,4.6,김문선,굿,4
뱀사골계곡,4.6,권택조,계곡이 너무좋았요,4
뱀사골계곡,4.6,Hwansoo Kim,여름엔 지리산 계곡!!!,5
뱀사골계곡,4.6,changyong choi,걷기 좋은 길입니다,4
뱀사골계곡,4.6,비아리스,가벼운 산행. 가족 여행에 적소. 시원한 계곡물,4
뱀사골계곡,4.6,Wongu Cho,"유유자적, 행복한 걸음.",5
뱀사골계곡,4.6,방창규,맛있게 먹어 왔어요,5
뱀사골계곡,4.6,이정로,힐링이란이런거구나,4
뱀사골계곡,4.6,이혜령,아름다운 둘레길... 산책로^^,5
뱀사골계곡,4.6,오창렬,단풍좋아요,5
뱀사골계곡,4.6,Cody Jo,멋있는 산책코스 제공,5
뱀사골계곡,4.6,정 Jung우성 woosung,여름 계곡,5
뱀사골계곡,4.6,최형태,설명이 필요 없는 장소,5
뱀사골계곡,4.6,강태원,얼마만에 온 뱀사골인가....,5
뱀사골계곡,4.6,이승훈,뱀사골 단풍 최고,5
뱀사골계곡,4.6,이키야케 (이키야키イキヤケ),쾌적하고 시원함,5
뱀사골계곡,4.6,문봉기,지리산의 유명한 계곡,5
뱀사골계곡,4.6,손대현,천년송,5
뱀사골계곡,4.6,김정진,워낙 유명해서,5
뱀사골계곡,4.6,채희승,배배배뱀이다,3
뱀사골계곡,4.6,Manseop Kim,계곡 단풍이 조와,4
뱀사골계곡,4.6,박상기,좋아요,3
뱀사골계곡,4.6,Shi Min Ng,"남원에서 여기까지 오는 자세한 안내

(1)
광한루원 맞은편에서 버스를 타세요.
탑승 시간을 나타내는 작은 간판이 있습니다. 남원역 남원역에서 오시는 경우 왼쪽 열에서 출발 시간을 확인하세요. 시외버스터미널에서 오실 경우 오른쪽 란을 확인하세요.
시외버스터미널 출발시간.

(2)
정령치에 도착하게 됩니다. 산 능선이 내려다 보입니다. 버스에서 내려서 구경해보세요. 여기에도 화장실이 있어요.
버스는 15분간 정지했다가 다시 운행됩니다. 입장료를 한 번 더 탭해야 합니다

(3)
15분 후 또는 이미지에 표시된 출발 시간에 버스에 다시 탑승하세요.

(4)
반선에서 내리면 지리산 뱀사골 정류장입니다. 광한루원으로 돌아가려면 순환버스 노선이므로 하차한 정류장에서 탑승하면 됩니다.

(5)
이미지에 표시된 시간에 광한루원에 다시 도착하게 됩니다.

이곳을 탐방하면서 버스정류장에서 천년송까지 왕복하는데 식사시간 포함 3시간 정도 걸렸으니 그에 맞춰 시간을 계획해 보세요.

버스도 19인승 버스입니다. 버스 운전사 포함 20명인데 첫 번째 버스 시간에 갔는데 주말에는 3명밖에 없었어요",5
뱀사골계곡,4.6,김문규,뱀사골계곡은 붐비지 않고 수심이 깊어 친구들과 편안하게 놀기 좋습니다. 그리고 계곡이 넓고 깨끗해요. 전라북도 남원에 가신다면 한 번쯤 가보시길 권해드려요.,4
뱀사골계곡,4.6,Drew,수영하기 좋은 곳과 휴식 장소를 찾기 위해 약 1시간 30분 정도 올라갑니다. 이곳은 제가 한국에서 가장 좋아하는 곳이에요.,5
뱀사골계곡,4.6,JaeSung Lee,"훌륭한 산책, 산책은 강 상류를 따라 진행됩니다. 건설된 산책로를 따라 걷습니다. 우리는 아이들이 있었기 때문에 끝까지 올라가지는 않았지만 다른 산책로와 연결되어 원할 경우 하루 종일 산책할 수 있습니다. 산책로를 따라 내려가면 강으로 내려가 발을 담글 수 있는 지점이 있다. 최근 내린 비로 인해 강물은 유속이 꽤 빠른 편이지만, 가끔 물놀이를 할 수 있는 곳도 있을 수 있다.",5
뱀사골계곡,4.6,Kyle Rogers,지리산 입구에서 짧은 하이킹을 즐기기에 좋습니다. 하이킹 코스로 올라갈수록 인파는 줄어듭니다. 물은 깨끗하지만 늦여름에도 매우 차갑습니다.,5
뱀사골계곡,4.6,Drip Mitchel,깨끗한 물 아름다운 가을 탈출,5
뱀사골계곡,4.6,Dinnes Wang,이것은 한국의 3대 성산 중 하나이며 매우 아름답고 경치가 가볼 만한 곳입니다.,5
뱀사골계곡,4.6,Denis Park,"매우 아름다운 곳, 더운 날씨에는 시원한 물이 상쾌합니다. 신선한 공기 속에서 나는 베를린의 곰처럼 잠을 잔다.",5
뱀사골계곡,4.6,김선태,,5
뱀사골계곡,4.6,김산초,좋은,5
뱀사골계곡,4.6,양지바라기,,5
뱀사골계곡,4.6,빨강머리앤,,4
뱀사골계곡,4.6,박평순,,5
뱀사골계곡,4.6,서윤,,5
뱀사골계곡,4.6,김광효,,4
뱀사골계곡,4.6,이종천,,5
뱀사골계곡,4.6,CHEONGYI PALK,,5
뱀사골계곡,4.6,김상옥,,4
뱀사골계곡,4.6,김동준,,3
뱀사골계곡,4.6,woongjp,,5
뱀사골계곡,4.6,바람솔,,5
뱀사골계곡,4.6,우식차우식,,5
뱀사골계곡,4.6,김대영,,4
뱀사골계곡,4.6,박영준,,5
뱀사골계곡,4.6,구원서,,5
뱀사골계곡,4.6,최도경,,5
뱀사골계곡,4.6,박종강,,5
뱀사골계곡,4.6,김도선,,4
뱀사골계곡,4.6,심병훈,구글,4
뱀사골계곡,4.6,귀천,놀라운,5
뱀사골계곡,4.6,Sook Hwang,좋은,5
뱀사골계곡,4.6,"사는방법하,늘",,5
뱀사골계곡,4.6,김성환,,4
뱀사골계곡,4.6,최정안,,5
뱀사골계곡,4.6,정은강,,4
뱀사골계곡,4.6,류창수,,1
뱀사골계곡,4.6,Can chairat,,5
뱀사골계곡,4.6,전병육,,5
뱀사골계곡,4.6,Lee 李Edward Y. 殷潤,,5
뱀사골계곡,4.6,여성이남희,,5
뱀사골계곡,4.6,박상환,,5
뱀사골계곡,4.6,서은석,,5
뱀사골계곡,4.6,Bokkyu Lee,,5
뱀사골계곡,4.6,김은성,,5
뱀사골계곡,4.6,이승환,,5
뱀사골계곡,4.6,김철웅,,5
뱀사골계곡,4.6,indeok “Nowhere Man” moon,,4
뱀사골계곡,4.6,김미경 스마트폰강사,,5
뱀사골계곡,4.6,hoongon Kim,,5
뱀사골계곡,4.6,비비정,,4
뱀사골계곡,4.6,Woo Jong Cho,,5
뱀사골계곡,4.6,사도요한,,5
뱀사골계곡,4.6,박상철,,5
뱀사골계곡,4.6,YH K,,5
뱀사골계곡,4.6,구름구름,,4
뱀사골계곡,4.6,robin kim,,5
뱀사골계곡,4.6,Paul Kim,,5
뱀사골계곡,4.6,꽁기,,5
뱀사골계곡,4.6,Oh Hyunkeum,,5
뱀사골계곡,4.6,Elisabeth Koh,,5
뱀사골계곡,4.6,김성규,,5
뱀사골계곡,4.6,허수욱,,5
뱀사골계곡,4.6,SCH B,,4
뱀사골계곡,4.6,김윤수,,5
뱀사골계곡,4.6,박기숙,,5
뱀사골계곡,4.6,미금,,5
뱀사골계곡,4.6,박인식,,5
뱀사골계곡,4.6,박팔만,,5
뱀사골계곡,4.6,해이즐,,5
뱀사골계곡,4.6,정호순,,5
뱀사골계곡,4.6,JustICCorae NandaCCorae,,4
뱀사골계곡,4.6,나상영,,5
뱀사골계곡,4.6,kalamansi,,5
뱀사골계곡,4.6,Younghyun Moh,,5
뱀사골계곡,4.6,박상선,,5
뱀사골계곡,4.6,Matthew GW,,5
뱀사골계곡,4.6,박은옥,,5
뱀사골계곡,4.6,김진각,,5
뱀사골계곡,4.6,Yongmyeong Kwon,,4
뱀사골계곡,4.6,한지설,,5
뱀사골계곡,4.6,김호정,,5
뱀사골계곡,4.6,이명숙,,4
뱀사골계곡,4.6,최은성,,5
뱀사골계곡,4.6,In Seok Seo,,5
뱀사골계곡,4.6,임영화,,5
뱀사골계곡,4.6,안세영,,4
뱀사골계곡,4.6,김완규,,5
뱀사골계곡,4.6,신일순,,5
뱀사골계곡,4.6,이태호,,3
뱀사골계곡,4.6,손성수,,5
뱀사골계곡,4.6,곽종근,,5
뱀사골계곡,4.6,InHwan Yoon,,4
뱀사골계곡,4.6,오민철단근,,4
뱀사골계곡,4.6,김복숭아 재배,,5
뱀사골계곡,4.6,서경원,,5
뱀사골계곡,4.6,이영진,,4
뱀사골계곡,4.6,소병식,,4
뱀사골계곡,4.6,배성용,,5
뱀사골계곡,4.6,최재영,,5
뱀사골계곡,4.6,유재경,,5
뱀사골계곡,4.6,이영갑,,2
뱀사골계곡,4.6,김경태,,5
뱀사골계곡,4.6,홍석규,,5
뱀사골계곡,4.6,미도,,5
뱀사골계곡,4.6,김형민,,4
뱀사골계곡,4.6,정성민,,4
뱀사골계곡,4.6,정익균,,5
뱀사골계곡,4.6,이유진,,5
뱀사골계곡,4.6,김하강,,5
뱀사골계곡,4.6,김중현,,5
뱀사골계곡,4.6,덕윤,,4
뱀사골계곡,4.6,백승욱,,5
뱀사골계곡,4.6,하누미,,5
뱀사골계곡,4.6,최희철,,5
뱀사골계곡,4.6,강성근,,5
뱀사골계곡,4.6,황병기,,5
뱀사골계곡,4.6,최원락,,5
뱀사골계곡,4.6,이경하,,5
뱀사골계곡,4.6,강찬민,,5
뱀사골계곡,4.6,구인회,,5
뱀사골계곡,4.6,임명선,,5
뱀사골계곡,4.6,최성관,,5
뱀사골계곡,4.6,이원경,,2
뱀사골계곡,4.6,박박현석,,1
뱀사골계곡,4.6,이현주,,5
뱀사골계곡,4.6,3L,,5
뱀사골계곡,4.6,최근열,,5
벽련암(정읍),4.8,Songhyun Choi,"내장산국립공원의 진면목을 보기 위해서는 내장사에서 벽련암에 이르는 코스를 탐방하는 것이다. 중간에 굴거리나무, 비자나무, 모과나무 그리고 겨우살이가 장관이다. 중간에 있는 사랑의 다리는 너덜지역에 탐방로를 만들고 안전을 위해 낸 기가막힌 아이디어 있다. 당시 공원 관리인이었던 최대찬씨의 아이디어로 기억한다. 내장산국립공원의 보석같은 곳이다. 사계절 가보고 싶은 곳이다. 이곳을 탐방한 후에는 정읍의 쌍화탕거리로 향하라!",5
벽련암(정읍),4.8,HEE LEE,"내장사의 부속암자로, 암자치고는 규모가 있는 편. 서래봉 아래에 위치하고 있는데 서래봉과 어우러진 전경이 인상적. 서래봉에서 아래로 내려다보면 벽련암의 전체모습을 조망할 수 있는데 단풍철에 가면 단풍과 어우러진 모습을 볼 수 있다. 내장사 일주문 쪽에서 올라오거나 서래봉 쪽에서 내려올 수 있는데 서래탐방지원센터-서래봉-벽련암 코스는 가을에 탐방로 예약을 해야만 올 수 있다.",4
벽련암(정읍),4.8,유정림,"내장산에 오른쪽에 자리잡은 벽련암은 올라가서보니 서래봉 앞에 자리잡은 풍광이 예쁜 곳이었다
내장산에 갔으면 꼭 다녀올것을 추천한다",4
벽련암(정읍),4.8,유명안 (늘한맘),"또 다시 꼭 가보고싶은 암자.
내장산 꼭대기 서래봉밑에
자리하고 있는 벽련암.
공기좋고 경치가 끝내줘요.~
놀러오세요 ~~",5
벽련암(정읍),4.8,권오용,"평탄하고 얕으막한 오르막을 오르면서 아주 최고의 단풍을 본다
마지막 100여 미터 구간은 힘든 오르막 계단이다 벽련암 도착하면 주변 경관이 보상하여 준다",5
벽련암(정읍),4.8,후라이,앞으로는 수려한 경치 뒤로는 멋드러진 서래봉 따뜻한 암자,5
벽련암(정읍),4.8,Socool,내장산에 가면 꼭 들려보세요,5
벽련암(정읍),4.8,하리,내장산에  위치하고 있는 곳 입니다  걸어가는 길목이 너무 예쁩니다,5
벽련암(정읍),4.8,Luna Hotel,이쁘고 오목하고 조용하고 또 가고싶습니다.,5
벽련암(정읍),4.8,YeOne Glory,고요한 산사의 아기자기한 도량에서 힐링의 산책을 즐거보세요~^^~,5
벽련암(정읍),4.8,박지훈,"벽련암 근처 사진찍을만한 포인트가 많음
뒤에 서래봉도 보임",5
벽련암(정읍),4.8,박민희,내장사 제일 높은곳에 위치해서 너무 좋았어요.,5
벽련암(정읍),4.8,서태환,좋아요,5
벽련암(정읍),4.8,Kim Chiang,"Bilian Temple까지 걸어 갈 가치가 있습니다. 입구에 앉을 수있는 테이블이 있는데, 한국인 이모가 누워서 본당을 바라 보면 다른 풍경을 볼 수 있습니다!

그녀는 이전에 알고 지냈던 마법사로부터 세상을 다른 각도에서 보면 예상치 못한 보상을 얻을 수 있다고 가르쳐 주었다고 말했습니다.",5
벽련암(정읍),4.8,YoungJae Han,,5
벽련암(정읍),4.8,임현철,,4
벽련암(정읍),4.8,김도수,,5
벽련암(정읍),4.8,계룡산굼벵이,,5
벽련암(정읍),4.8,최병관,,5
벽련암(정읍),4.8,김환식,,4
벽련암(정읍),4.8,송미현,,5
변산 해수찜,3.9,hyung keun Jin,"저는 해수탕만 이용했고요.
남탕은 안에 탕이 3개뿐이지만 깔끔하고 없을것 없이 다있었어요. 사우나는 없음
해수라서 씻고나서도 미끌거리는게 좋더라고요.
변산와서 등산후 왔는데 강추 합니다.",5
변산 해수찜,3.9,화이트블랙,해수를 수건에 적셔 찜질하는 곳입니다. 부모님과 같이갔었는데 엄마가 다리가 좀 아프셨는데 찜질하고나니 휠씬 좋아졌다고 하시네요~해수찜하는 곳과 목욕탕(해수탕)만 있습니다. 나름 한번 해보는걸 추천합니다..^^옆에 식당도 있어요..,3
변산 해수찜,3.9,Eun Ah Jeong,"요즘은 해주찜이 참 위생적이어서 좋네요
룸 하나에  같이 간 팀원들만 이용할 수있어서 더 좋은것같아요ㆍ 제가 간날은 눈이 오는 날이었는데 창문너머로 눈내리는것도 보고 뜨거운 해수찜으로 몸도 풀고 좋았어요ㆍ다시 갈 의향있어요ㆍ",5
변산 해수찜,3.9,낭자꽃을든,웨이팅 없었고 사장님 친절하고 좋음. 변산반도에 방문하면 여행의 마무리로 해수찜 추천. 부모님 모시고 한번은 꼭 가볼만한 장소임.,5
변산 해수찜,3.9,김kevin,"어르신들의 에버랜드 어머니들의 허준 변산해수찜
주위에 아무것도 없다 찾지마라 아는사람만 와서 지지는 곳",4
변산 해수찜,3.9,김성호,해주찜은 처음해봤는데 생각보다 좋았습니다ㅡ 연인이나 가족과 같이 해도 좋을듯,5
변산 해수찜,3.9,남남,"팔팔 끓는 물에  약초 넣고  그 물로 몸을 지지면
개운해지지요
엄마가 무릎이 많이 아퍼서 일주일에 한번씩 꼭 갔었는데
갔다오면 일주일이 편안 했었지요
지금은  양쪽 무릎  인공관절 수술을 하셔서 잘 안가지만
겨울에 한번씩 가면 피로가 풀리면서 피부가 부드러워지죠
요즘은 아이들 바다가에서 놀고 요기 들려서 샤워하고
집으로 돌아가요  집에 가는길에 아이들은 꿈나라 가지요",5
변산 해수찜,3.9,Bawoona Cha,"해수찜은 처음엔 수건에 물을 뭍혀 찜질을 하다가 점차 물이 식어감에 따라 직접 물을 붓기도 하고 족욕도 합니다. 잠을 자도 됩니다. 1시간이라고 하지만 사람 없음 편하게 쓰게 해줍니다
찜질실에서 음료도 시켜먹고 좋습니다
해수탕은 진짜 깔끔합니다.",4
변산 해수찜,3.9,여기에서몰입,"해수찜안에 있는 해수탕만 이용함.성인7000.아동5500원. 해수탕이 해수찜 이용한 사람을 위해 있는것처럼 조그마함.안에 냉탕.온탕.해수탕.있고 끝. 별도의 한증막 이런거 없음. 사장님이 부지런하셔서 여탕 오가면서 깨끗이 정리하심.물이 나오다 끊겨서 눌러주면 다시 나오는 구조가 아니라 틀면 잠글때까지 계속 나와서 편함. 친절하시고. 보성처럼 여탕도 드라이 줄을 천장으로 이어서 무료로 쓰면 좋겠다 싶은데, 드라이 누가 가져갈수도 있을거 같아서. 사장님이 카운터도 보시느라 바뻐보이심.",4
